anime_id,data_coleta,score,scored_by,rank,popularity,members,favorites
13667,2026-08-16,7.4,35701,,104.0,72834,811
170,2026-08-16,8.3,19131,140.0,,72766,3298
21688,2026-08-16,7.9,27884,33.0,29.0,72679,861
122052,2026-08-16,6.9,19709,,,72635,992
185736,2026-08-16,7.6,21842,,,72581,1232
16664,2026-08-16,8.1,30904,83.0,105.0,72545,3167
20574,2026-08-16,7.5,31060,,,72510,1990
20704,2026-08-16,6.4,28152,,,72346,743
176273,2026-08-16,7.3,19722,,,72339,1643
164702,2026-08-16,7.1,20480,,,72315,1280
97663,2026-08-16,6.8,28274,,,72285,1263
186497,2026-08-16,8.3,19648,165.0,,72271,2842
129068,2026-08-16,5.9,24809,,,72116,1020
173780,2026-08-16,7.0,17501,,,72095,1092
18677,2026-08-16,6.4,25163,,,72062,580
100178,2026-08-16,8.3,27189,45.0,106.0,71985,4602
98449,2026-08-16,6.9,25943,,,71761,1121
101283,2026-08-16,6.8,18718,,,71657,844
151379,2026-08-16,7.4,22882,,,71531,1861
104217,2026-08-16,7.9,30243,32.0,30.0,71519,980
142598,2026-08-16,6.4,17545,,,71423,1113
14199,2026-08-16,6.0,25117,,,71419,593
104463,2026-08-16,7.0,24447,,,71408,1067
110733,2026-08-16,7.9,25039,379.0,,71357,1745
17513,2026-08-16,4.7,32934,,9.0,71340,983
7817,2026-08-16,6.4,31622,,,71032,707
552,2026-08-16,7.5,35976,,,71020,2680
139820,2026-08-16,7.1,24226,,38.0,71013,1492
114862,2026-08-16,6.9,19437,,,71007,857
20984,2026-08-16,6.1,29989,,10.0,70990,661
21296,2026-08-16,7.0,24145,,107.0,70988,789
97815,2026-08-16,6.5,34630,,,70970,560
20047,2026-08-16,6.6,26816,,,70923,969
14829,2026-08-16,6.7,29667,,39.0,70696,796
6211,2026-08-16,7.7,23959,,,70654,932
21378,2026-08-16,5.6,25592,,,70606,919
104462,2026-08-16,8.1,23496,265.0,,70581,2022
151847,2026-08-16,7.4,23708,,,70559,1899
10396,2026-08-16,6.8,28565,,,70522,807
20627,2026-08-16,6.3,27803,,,70519,943
861,2026-08-16,7.6,16284,,,70513,1791
98505,2026-08-16,7.5,22685,,,70381,1599
101166,2026-08-16,7.3,28157,,108.0,70338,1084
21281,2026-08-16,7.0,33414,,,70035,987
101361,2026-08-16,6.8,25052,,,69942,825
16918,2026-08-16,7.9,24316,419.0,,69912,1490
13655,2026-08-16,7.2,21459,,,69885,880
9379,2026-08-16,6.8,23811,,,69851,674
9181,2026-08-16,6.9,34053,,,69771,818
4214,2026-08-16,6.4,33948,,,69700,751
97682,2026-08-16,6.8,27246,,,69544,671
127271,2026-08-16,7.3,26808,,109.0,69538,2030
153360,2026-08-16,6.2,24579,,,69465,833
20599,2026-08-16,7.3,23249,,,69428,1250
21887,2026-08-16,6.1,28545,,,69387,808
130590,2026-08-16,6.5,13547,,,69348,931
153818,2026-08-16,7.3,17766,,,69132,1417
20517,2026-08-16,7.3,23838,,,69116,1276
21269,2026-08-16,6.6,21943,,,69104,1099
169417,2026-08-16,6.5,23251,,,69091,1433
126357,2026-08-16,7.4,20718,,40.0,69085,1236
175019,2026-08-16,6.9,19409,,,69055,1343
101972,2026-08-16,8.2,18590,28.0,41.0,68999,3853
124395,2026-08-16,7.1,21618,,,68764,1149
136484,2026-08-16,8.6,25721,4.0,42.0,68744,3284
20963,2026-08-16,7.9,30745,147.0,110.0,68630,1111
101227,2026-08-16,6.6,26658,,,68569,947
11285,2026-08-16,6.3,28683,,,68552,1051
137909,2026-08-16,6.2,19534,,43.0,68441,941
17247,2026-08-16,6.6,26752,,,68415,598
885,2026-08-16,7.6,22009,97.0,31.0,68298,3563
148098,2026-08-16,7.0,19734,,,68240,1144
21268,2026-08-16,7.8,25746,449.0,,68173,2117
117989,2026-08-16,6.2,21185,,,68065,1097
187264,2026-08-16,6.7,18027,,44.0,68051,1261
152802,2026-08-16,7.5,13904,,,67964,1756
16706,2026-08-16,7.8,32626,478.0,,67896,1112
21714,2026-08-16,7.5,22970,,,67832,1765
20595,2026-08-16,8.6,22408,58.0,,67776,1187
163142,2026-08-16,6.9,20591,,,67747,1371
110178,2026-08-16,7.2,33608,27.0,11.0,67654,689
98549,2026-08-16,6.9,29332,,,67485,1208
107956,2026-08-16,6.8,25463,,,67212,1133
98977,2026-08-16,7.2,21724,,,67144,846
98572,2026-08-16,7.1,30328,,,67040,719
145,2026-08-16,7.6,15405,,,67036,2310
199588,2026-08-16,7.6,15215,,,66900,1636
99698,2026-08-16,4.6,28639,,,66853,612
113286,2026-08-16,6.2,22817,,,66832,947
20771,2026-08-16,6.3,25362,,,66769,686
158559,2026-08-16,7.2,14103,,,66725,1569
21033,2026-08-16,6.5,24183,,,66714,741
87486,2026-08-16,7.0,27696,,32.0,66700,685
20514,2026-08-16,7.5,29105,,111.0,66625,698
10790,2026-08-16,7.1,32483,,,66594,557
158704,2026-08-16,7.3,22907,,,66534,2148
182309,2026-08-16,8.4,20663,119.0,,66525,1865
150,2026-08-16,7.6,20531,,,66366,3217
133845,2026-08-16,7.8,14144,195.0,112.0,66256,1320
131863,2026-08-16,6.1,18263,,,66208,909
114840,2026-08-16,6.8,24507,,45.0,66190,1157
140754,2026-08-16,5.5,16449,,,66152,922
131773,2026-08-16,5.0,30846,,,66113,525
21031,2026-08-16,5.3,22749,,,66109,503
19703,2026-08-16,7.5,16120,,,66066,1530
4901,2026-08-16,7.9,31992,38.0,33.0,66027,1320
164212,2026-08-16,8.3,21907,135.0,,66004,4495
146323,2026-08-16,6.1,14546,,,65865,855
109979,2026-08-16,7.7,30868,241.0,113.0,65823,1621
117533,2026-08-16,7.3,19928,,,65803,652
153554,2026-08-16,6.5,19211,,,65797,1097
18689,2026-08-16,8.0,22845,345.0,,65781,2677
9515,2026-08-16,6.2,34223,,34.0,65702,585
182814,2026-08-16,7.2,14200,,,65643,1224
101024,2026-08-16,6.5,18659,,,65627,921
10163,2026-08-16,6.7,23846,,,65458,664
9936,2026-08-16,5.9,22124,,,65406,631
20913,2026-08-16,7.3,25293,,,65384,822
19111,2026-08-16,7.6,35087,,,65179,1414
173693,2026-08-16,6.5,17642,,46.0,65177,1220
139589,2026-08-16,8.1,29018,39.0,47.0,65080,2204
178533,2026-08-16,7.9,25043,393.0,,65076,1992
8516,2026-08-16,7.4,34226,,,65056,663
162983,2026-08-16,7.8,20875,,,64974,1669
127050,2026-08-16,6.7,18047,,,64891,1027
107490,2026-08-16,7.5,21260,,,64850,1668
11703,2026-08-16,6.3,23870,,,64806,484
3782,2026-08-16,7.5,36171,,114.0,64721,602
167143,2026-08-16,6.6,16153,,,64716,931
152523,2026-08-16,6.8,21096,,,64715,1218
102977,2026-08-16,8.1,29449,255.0,,64662,1395
134252,2026-08-16,7.0,20871,,,64560,1012
207141,2026-08-16,6.7,5549,,,64557,1064
102680,2026-08-16,7.0,23559,,,64533,1057
329,2026-08-16,8.0,13950,343.0,,64449,1460
21256,2026-08-16,6.8,26406,,,64439,546
101231,2026-08-16,6.9,29175,,115.0,64418,725
1033,2026-08-16,8.1,25181,68.0,116.0,64394,2813
13271,2026-08-16,7.2,29822,,117.0,64336,668
4059,2026-08-16,7.7,37105,71.0,35.0,64029,616
12859,2026-08-16,7.9,32380,146.0,118.0,63885,900
6573,2026-08-16,7.1,30102,,,63744,558
12729,2026-08-16,6.9,31537,,36.0,63660,667
18245,2026-08-16,7.4,24374,,,63621,1579
20853,2026-08-16,6.5,34289,,,63556,789
128545,2026-08-16,7.3,15829,,,63510,1298
14353,2026-08-16,7.7,31354,246.0,119.0,63472,497
1726,2026-08-16,6.6,23119,,,63450,1035
15227,2026-08-16,8.1,20704,93.0,120.0,63446,1545
127371,2026-08-16,7.9,25603,35.0,37.0,63423,1086
8129,2026-08-16,7.9,20997,422.0,,63075,2720
6500,2026-08-16,5.5,19070,,,62815,523
10213,2026-08-16,6.2,20802,,,62790,595
146676,2026-08-16,6.5,18003,,,62758,1326
4087,2026-08-16,7.6,13424,,,62659,1558
10029,2026-08-16,7.6,30006,299.0,121.0,62619,1517
10030,2026-08-16,8.1,32814,237.0,,62526,842
384,2026-08-16,6.4,22562,,,62442,876
101571,2026-08-16,7.5,32323,,48.0,62429,1574
21005,2026-08-16,7.6,29698,,,62391,1046
20521,2026-08-16,6.9,22429,,,62370,650
140501,2026-08-16,6.1,13584,,49.0,62353,1129
322,2026-08-16,7.8,18487,495.0,,62325,3245
21717,2026-08-16,6.1,25551,,,62182,680
21799,2026-08-16,7.3,31111,,,62175,604
138056,2026-08-16,7.5,22556,,50.0,62173,1168
2104,2026-08-16,7.3,20422,,,62161,980
97730,2026-08-16,5.9,19771,,,62159,574
98657,2026-08-16,6.7,25428,,12.0,62011,752
166710,2026-08-16,6.1,13964,,,61996,803
154364,2026-08-16,7.7,14767,,,61929,1083
5682,2026-08-16,7.5,16293,,,61921,1018
163078,2026-08-16,7.6,19312,,,61899,1502
173295,2026-08-16,7.4,15645,,,61885,1377
113260,2026-08-16,8.3,21370,21.0,,61859,4561
158931,2026-08-16,7.1,14772,,,61834,747
122434,2026-08-16,7.4,21607,,,61632,1193
21339,2026-08-16,7.3,27770,,38.0,61590,671
528,2026-08-16,7.4,34617,,122.0,61579,736
105143,2026-08-16,8.0,29552,109.0,123.0,61516,1250
124195,2026-08-16,7.6,25810,,,61436,1039
5231,2026-08-16,7.7,29937,,,61433,3151
178090,2026-08-16,7.6,18362,,,61395,1251
31,2026-08-16,7.3,27230,,124.0,61386,758
19429,2026-08-16,6.6,27559,,,61320,1707
175443,2026-08-16,7.0,15652,,,61300,1187
195516,2026-08-16,,833,,,61137,1017
20572,2026-08-16,7.5,30055,,39.0,61128,577
142193,2026-08-16,6.5,19990,,,61071,1006
3470,2026-08-16,7.1,22597,,,61048,1008
3783,2026-08-16,7.7,34749,210.0,125.0,61047,737
111965,2026-08-16,5.3,20534,,13.0,60820,795
4282,2026-08-16,8.4,31272,33.0,126.0,60804,2604
128223,2026-08-16,6.9,14946,,,60799,912
122441,2026-08-16,6.0,17006,,,60768,635
5258,2026-08-16,8.5,27961,60.0,,60745,1564
202,2026-08-16,7.4,14303,,,60742,1410
184322,2026-08-16,7.0,17534,,,60686,1326
11761,2026-08-16,6.7,20116,,,60583,528
142877,2026-08-16,7.4,14691,,,60540,1294
147571,2026-08-16,6.2,17450,,,60535,1136
140999,2026-08-16,7.6,18122,251.0,127.0,60495,1025
145604,2026-08-16,5.8,16506,,,60401,754
100402,2026-08-16,7.6,18643,,,60204,1456
100784,2026-08-16,8.6,23800,47.0,,60163,1266
16001,2026-08-16,7.7,35764,74.0,40.0,60126,552
178548,2026-08-16,6.3,15501,,,60125,989
114340,2026-08-16,7.0,23134,,,60078,1364
108478,2026-08-16,6.6,18707,,,60073,735
130050,2026-08-16,7.8,17784,186.0,128.0,60051,1710
163135,2026-08-16,7.2,18033,,,59999,1076
21132,2026-08-16,7.0,28302,,41.0,59960,530
170468,2026-08-16,7.1,15495,,,59932,1119
101239,2026-08-16,7.0,19370,,,59922,1214
186,2026-08-16,8.1,28711,267.0,,59914,1254
20778,2026-08-16,6.7,32449,,129.0,59867,599
21584,2026-08-16,7.2,27211,,,59845,1828
9062,2026-08-16,7.2,30906,,,59842,349
187538,2026-08-16,7.1,3137,,,59837,837
154,2026-08-16,7.4,22021,,,59811,1404
12679,2026-08-16,7.3,14123,,,59790,703
156131,2026-08-16,6.8,14350,,,59540,844
20964,2026-08-16,6.6,20214,,,59494,611
239,2026-08-16,7.9,12745,416.0,,59477,1608
19647,2026-08-16,8.5,24916,80.0,,59435,1372
20537,2026-08-16,6.7,23745,,14.0,59421,477
170083,2026-08-16,7.5,19656,,,59407,1634
121176,2026-08-16,7.9,17087,355.0,,59392,1273
21855,2026-08-16,6.6,17449,,,59331,730
12031,2026-08-16,7.4,14070,,,59238,1085
11933,2026-08-16,7.0,23129,,,59222,620
24,2026-08-16,7.6,18538,,,59103,1283
169441,2026-08-16,7.4,15205,,,59102,925
20995,2026-08-16,7.1,26597,,,59087,932
155168,2026-08-16,6.6,14860,,,59007,597
130166,2026-08-16,6.8,22695,,,58930,1171
172190,2026-08-16,6.9,15064,,,58914,1147
10012,2026-08-16,7.7,24453,53.0,42.0,58912,1324
158709,2026-08-16,6.6,14679,,,58876,1241
1698,2026-08-16,8.0,16724,351.0,,58872,1112
98205,2026-08-16,6.7,19087,,,58826,677
857,2026-08-16,7.0,20802,,,58805,1185
100675,2026-08-16,8.3,22314,49.0,130.0,58741,2188
164244,2026-08-16,6.7,14847,,,58702,926
18139,2026-08-16,7.3,23085,25.0,15.0,58691,682
201903,2026-08-16,8.4,19662,13.0,,58585,4063
16201,2026-08-16,6.8,16676,,,58571,1425
179696,2026-08-16,7.4,11211,,,58516,1067
12365,2026-08-16,8.3,29716,125.0,,58510,1279
106863,2026-08-16,6.4,18471,,,58492,996
16,2026-08-16,7.6,12482,,,58410,1019
170890,2026-08-16,6.4,16840,,,58370,992
20751,2026-08-16,8.6,19277,43.0,,58363,1173
2472,2026-08-16,7.0,27416,,131.0,58333,445
107420,2026-08-16,5.9,19565,,,58227,629
107912,2026-08-16,7.8,19529,,,58191,2286
113359,2026-08-16,8.1,20459,275.0,,58151,1588
10588,2026-08-16,7.3,24015,,,58104,1280
177506,2026-08-16,6.6,17547,,,58029,1028
148109,2026-08-16,6.3,15343,,,58009,845
103874,2026-08-16,7.6,21559,,,57974,1339
126529,2026-08-16,7.3,14259,,,57891,758
158926,2026-08-16,7.4,15724,,,57866,1133
132193,2026-08-16,7.4,25586,,,57862,652
112293,2026-08-16,6.7,22553,,,57841,866
170577,2026-08-16,7.6,10685,,,57797,1372
8086,2026-08-16,7.1,18401,,,57695,840
131019,2026-08-16,7.2,16496,,,57644,931
154412,2026-08-16,7.1,17700,,,57621,1281
21335,2026-08-16,7.7,28900,230.0,133.0,57512,723
107339,2026-08-16,6.4,22414,,,57509,718
10589,2026-08-16,7.2,26625,,132.0,57500,538
10357,2026-08-16,7.5,16264,,,57489,1104
139095,2026-08-16,7.5,10015,,,57469,1352
167419,2026-08-16,6.2,13530,,,57461,890
139310,2026-08-16,7.4,12528,,134.0,57428,960
4280,2026-08-16,7.5,32035,,135.0,57389,481
194393,2026-08-16,7.5,11490,,,57380,1266
9367,2026-08-16,6.3,23449,,,57199,520
173584,2026-08-16,6.3,14772,,,57101,767
182469,2026-08-16,9.0,31501,,,57053,3222
14397,2026-08-16,8.3,27353,136.0,,56889,1145
97625,2026-08-16,6.7,17684,,,56839,715
21778,2026-08-16,7.6,28177,,43.0,56788,883
570,2026-08-16,7.6,19666,252.0,136.0,56663,1771
106051,2026-08-16,7.1,20835,32.0,16.0,56559,766
12175,2026-08-16,6.6,18224,,,56559,485
104051,2026-08-16,6.5,17350,,,56461,636
138424,2026-08-16,8.2,21458,194.0,,56149,1539
21840,2026-08-16,6.4,12315,,,56142,597
133175,2026-08-16,6.2,14064,,,56064,651
97672,2026-08-16,7.0,28379,,,56026,779
6351,2026-08-16,7.5,31010,,44.0,56016,405
104159,2026-08-16,5.8,16967,,,55989,885
477,2026-08-16,7.6,14571,,,55954,1338
101117,2026-08-16,7.6,21934,,,55929,960
20774,2026-08-16,5.8,22198,,,55854,530
430,2026-08-16,7.1,28522,,137.0,55838,526
177552,2026-08-16,6.4,14957,,,55812,878
101925,2026-08-16,8.7,22441,26.0,,55795,1269
21326,2026-08-16,6.9,25695,,45.0,55698,479
99916,2026-08-16,7.6,20745,87.0,46.0,55683,1571
145815,2026-08-16,5.7,15254,,,55664,923
148465,2026-08-16,6.1,16279,,,55635,788
177104,2026-08-16,7.4,16984,,,55629,1354
179965,2026-08-16,5.8,12964,,,55614,1017
165855,2026-08-16,6.6,15311,,,55608,854
143598,2026-08-16,7.0,8111,,,55596,1164
143271,2026-08-16,7.0,12319,,,55554,855
108522,2026-08-16,7.4,26183,,,55542,718
17641,2026-08-16,7.0,26963,,47.0,55537,572
99940,2026-08-16,6.2,20486,,,55484,1094
9760,2026-08-16,7.1,20067,,138.0,55430,667
206914,2026-08-16,8.4,12392,16.0,,55314,1820
20694,2026-08-16,8.1,25375,270.0,,55285,1076
20741,2026-08-16,7.0,26694,,139.0,55250,812
4155,2026-08-16,7.8,28106,203.0,140.0,55201,654
15335,2026-08-16,8.7,26210,4.0,141.0,55192,1307
20448,2026-08-16,7.5,22678,,,55190,563
101289,2026-08-16,5.3,19542,,,55122,588
122349,2026-08-16,7.0,22969,,,55086,589
8246,2026-08-16,7.1,25764,,142.0,55032,488
98448,2026-08-16,7.3,19920,,,54983,941
114129,2026-08-16,9.1,18806,1.0,143.0,54977,3353
162669,2026-08-16,7.4,9003,,,54951,918
139606,2026-08-16,5.9,12884,,,54930,877
195604,2026-08-16,,1089,,,54829,1332
160389,2026-08-16,5.9,14591,,,54672,831
6922,2026-08-16,7.0,23519,,144.0,54670,545
19489,2026-08-16,7.6,26095,273.0,145.0,54629,517
210,2026-08-16,7.5,17027,,,54580,1662
8142,2026-08-16,7.5,18914,,146.0,54571,957
543,2026-08-16,7.8,19225,160.0,147.0,54454,2570
21445,2026-08-16,4.8,21577,,,54379,384
18119,2026-08-16,7.4,19046,,,54366,609
174802,2026-08-16,7.0,16067,,,54310,1070
11737,2026-08-16,7.3,24244,,148.0,54304,511
143866,2026-08-16,7.0,15613,,,54287,772
99507,2026-08-16,6.5,19163,,,54233,534
184591,2026-08-16,7.6,14097,,,54222,1666
136149,2026-08-16,7.2,10885,,150.0,54190,738
16904,2026-08-16,7.4,22214,,149.0,54187,583
139311,2026-08-16,7.3,12763,,151.0,54132,961
10521,2026-08-16,7.6,27308,,,54114,505
106918,2026-08-16,7.3,19511,,,54051,799
98702,2026-08-16,7.3,21558,,48.0,54027,372
103221,2026-08-16,7.2,15063,,152.0,54024,1386
168139,2026-08-16,7.2,16768,,,53983,1192
20556,2026-08-16,6.8,19710,,,53951,347
20635,2026-08-16,7.6,24921,,,53893,1070
139821,2026-08-16,7.3,16505,,,53877,1354
20159,2026-08-16,7.5,32123,,,53864,741
6205,2026-08-16,5.8,21259,,,53842,395
21733,2026-08-16,8.6,17228,44.0,,53756,2508
112357,2026-08-16,6.4,24378,,,53701,596
153452,2026-08-16,7.4,12694,,,53697,590
101349,2026-08-16,6.4,15832,,,53684,751
10271,2026-08-16,8.2,23810,201.0,,53666,1926
13469,2026-08-16,7.2,28615,,49.0,53662,312
108891,2026-08-16,8.3,22452,133.0,,53647,1811
100891,2026-08-16,7.3,19739,,,53641,1082
19769,2026-08-16,5.4,20253,,,53637,359
180136,2026-08-16,6.7,2917,,,53619,869
10218,2026-08-16,7.4,28276,,153.0,53608,881
5040,2026-08-16,8.1,19909,277.0,,53597,1570
110355,2026-08-16,8.3,20762,124.0,,53496,1553
550,2026-08-16,7.0,23504,,,53444,928
21066,2026-08-16,7.1,18801,,,53431,691
11977,2026-08-16,8.0,23571,110.0,154.0,53389,563
5205,2026-08-16,8.1,26713,71.0,155.0,53357,1573
127412,2026-08-16,7.6,16832,,,53303,1429
100645,2026-08-16,6.6,19344,,17.0,53297,580
20553,2026-08-16,6.4,19921,,,53295,533
127366,2026-08-16,6.6,19218,,,53292,615
20806,2026-08-16,6.9,16133,,,53212,1111
180812,2026-08-16,6.5,12609,,,53177,879
178433,2026-08-16,6.6,11923,,,53173,968
21184,2026-08-16,7.1,16354,,,53167,801
182483,2026-08-16,6.9,8409,,,53136,933
159808,2026-08-16,7.0,15122,,,53130,1039
99714,2026-08-16,8.2,23630,175.0,,53089,902
20520,2026-08-16,6.7,24151,,,53032,967
21684,2026-08-16,7.3,21628,,156.0,52881,674
133898,2026-08-16,7.6,24678,287.0,157.0,52801,1198
195539,2026-08-16,,336,,,52726,593
5204,2026-08-16,7.0,27652,,158.0,52627,395
11979,2026-08-16,8.2,22727,65.0,159.0,52620,634
155418,2026-08-16,7.0,18267,,,52596,1014
19951,2026-08-16,7.1,22814,,160.0,52590,500
4565,2026-08-16,8.5,21489,23.0,161.0,52513,1310
21823,2026-08-16,7.5,17629,,,52475,1305
97917,2026-08-16,8.1,19225,89.0,162.0,52470,2072
156891,2026-08-16,7.4,16919,,,52408,1569
21292,2026-08-16,7.0,17769,46.0,18.0,52368,618
19291,2026-08-16,7.4,26634,,,52305,1108
7769,2026-08-16,6.8,19544,,,52291,382
154966,2026-08-16,8.1,23332,,,52228,925
20767,2026-08-16,7.6,25616,95.0,50.0,52206,948
11553,2026-08-16,7.2,24255,,51.0,52171,418
21425,2026-08-16,8.1,20160,88.0,163.0,52129,1448
101,2026-08-16,6.8,20887,,,52125,721
100332,2026-08-16,6.6,17543,,,52078,370
155730,2026-08-16,6.7,13399,,,52066,837
210031,2026-08-16,8.2,3931,211.0,,52007,936
442,2026-08-16,6.8,27582,,164.0,52004,388
10568,2026-08-16,7.1,17077,,,51838,448
16353,2026-08-16,7.1,17563,,,51764,443
13535,2026-08-16,7.4,19358,,,51748,612
18179,2026-08-16,7.7,20507,,,51731,1104
8407,2026-08-16,7.0,25255,,,51731,535
1530,2026-08-16,7.6,19689,,,51715,1047
125124,2026-08-16,7.1,14342,,,51628,693
6811,2026-08-16,8.1,20329,282.0,,51625,1456
113950,2026-08-16,7.4,16028,,,51532,1254
12115,2026-08-16,7.9,26661,133.0,165.0,51501,1295
161476,2026-08-16,6.5,10266,,,51475,770
20819,2026-08-16,7.8,23387,458.0,,51455,686
101261,2026-08-16,7.3,16812,,,51358,1370
10711,2026-08-16,6.8,23139,,,51281,407
1559,2026-08-16,7.7,17812,,,51237,1179
8557,2026-08-16,7.2,17960,,,51210,703
5300,2026-08-16,8.3,21386,123.0,,51195,1007
21874,2026-08-16,7.0,22386,,166.0,51189,594
100500,2026-08-16,7.3,13924,,,51146,1138
114302,2026-08-16,6.1,14799,,,51099,622
433,2026-08-16,6.8,17098,,167.0,51099,379
4752,2026-08-16,6.5,25154,,,51096,638
135778,2026-08-16,7.1,11841,,,51090,778
98658,2026-08-16,7.7,17712,,,51074,2152
16732,2026-08-16,7.0,18391,,,51066,526
10067,2026-08-16,7.1,28157,,,51030,178
7592,2026-08-16,7.3,14923,,,51028,729
4437,2026-08-16,6.9,24159,,168.0,50989,372
100749,2026-08-16,7.2,20462,,169.0,50966,641
155890,2026-08-16,7.3,14466,,,50946,951
21791,2026-08-16,7.6,23433,82.0,52.0,50849,621
20592,2026-08-16,6.0,18911,,,50843,435
2787,2026-08-16,7.2,23283,,,50841,426
21104,2026-08-16,7.2,21645,,53.0,50836,457
178886,2026-08-16,7.6,15434,,,50825,1305
151189,2026-08-16,6.8,14452,,,50775,716
103303,2026-08-16,7.5,2553,,,50753,543
3701,2026-08-16,7.9,12659,398.0,,50733,2190
21660,2026-08-16,6.8,23595,,54.0,50705,388
4975,2026-08-16,5.7,22342,,,50611,263
164172,2026-08-16,7.3,12135,,,50607,1174
21637,2026-08-16,7.3,22762,20.0,19.0,50537,958
21557,2026-08-16,6.1,15337,,,50536,423
187,2026-08-16,7.8,24817,168.0,170.0,50483,923
176276,2026-08-16,7.4,10669,,,50475,1206
168138,2026-08-16,7.1,12358,,,50449,1063
5356,2026-08-16,7.1,15258,,,50275,1300
197824,2026-08-16,7.3,7966,,,50262,1110
185262,2026-08-16,7.2,10772,,,50230,962
163147,2026-08-16,7.3,15320,,171.0,50100,674
141351,2026-08-16,7.1,18710,,,50055,521
180746,2026-08-16,7.1,12452,,,50042,1102
18,2026-08-16,8.0,22040,312.0,,49987,1057
15085,2026-08-16,5.4,20945,,,49923,483
12113,2026-08-16,7.5,26390,,172.0,49856,805
7193,2026-08-16,7.3,11967,,,49851,610
8460,2026-08-16,6.6,21696,,55.0,49771,525
130549,2026-08-16,6.9,14540,,,49752,646
187260,2026-08-16,7.4,2814,,,49714,840
9941,2026-08-16,7.8,16690,429.0,,49693,3041
2924,2026-08-16,7.5,16703,,,49639,597
97918,2026-08-16,7.5,18464,,173.0,49568,785
102882,2026-08-16,7.4,22400,,,49493,1121
129195,2026-08-16,6.4,8957,,,49445,703
158539,2026-08-16,7.2,22659,,,49412,1144
20800,2026-08-16,7.2,15520,,,49404,939
99131,2026-08-16,7.2,18839,,,49381,730
21815,2026-08-16,6.7,18652,,56.0,49380,462
18095,2026-08-16,6.4,16610,,,49286,351
100855,2026-08-16,7.7,19847,,,49212,1068
17909,2026-08-16,7.7,13319,,,49154,938
112818,2026-08-16,5.4,14833,,,49101,627
177385,2026-08-16,8.7,13701,33.0,,49085,3077
6862,2026-08-16,7.7,26480,57.0,57.0,49074,432
106967,2026-08-16,6.1,18443,,,49044,791
12431,2026-08-16,8.3,9687,149.0,,48987,1394
20583,2026-08-16,5.9,18273,,,48982,337
194884,2026-08-16,8.4,13035,,,48933,998
21382,2026-08-16,6.2,18345,,,48929,551
1564,2026-08-16,6.9,24735,,,48924,527
161802,2026-08-16,7.6,15335,91.0,58.0,48915,879
179302,2026-08-16,7.4,12121,,,48903,880
187942,2026-08-16,7.3,12151,,,48884,1184
101045,2026-08-16,6.6,20395,,,48882,424
136192,2026-08-16,8.2,14864,57.0,174.0,48870,1002
10379,2026-08-16,8.4,19292,103.0,,48852,1029
13357,2026-08-16,6.8,23328,,,48834,555
97995,2026-08-16,6.2,12038,,,48819,709
11665,2026-08-16,8.5,17737,67.0,,48808,1149
162985,2026-08-16,5.9,11454,,,48807,656
97716,2026-08-16,6.1,15863,,,48805,458
949,2026-08-16,7.7,17255,72.0,59.0,48747,2200
21567,2026-08-16,5.0,22280,,,48718,260
149326,2026-08-16,6.3,12318,,,48661,644
113428,2026-08-16,6.9,13282,,,48639,597
131516,2026-08-16,7.4,15287,,,48627,976
108577,2026-08-16,7.3,14314,,175.0,48622,702
97903,2026-08-16,7.5,15391,,,48608,1740
143337,2026-08-16,6.7,9214,,,48590,717
143085,2026-08-16,7.3,11851,,,48560,727
3503,2026-08-16,5.7,16969,,,48479,377
19775,2026-08-16,7.3,17339,,,48466,648
156040,2026-08-16,6.9,14830,,,48378,927
1462,2026-08-16,7.5,12541,,176.0,48279,993
198188,2026-08-16,7.9,12740,132.0,177.0,48266,1078
116287,2026-08-16,6.4,13138,,,48261,730
177699,2026-08-16,7.6,2786,,,48210,802
21361,2026-08-16,6.4,15077,,,48162,436
743,2026-08-16,6.3,20968,,,48160,682
98389,2026-08-16,6.2,16778,,,48095,587
21838,2026-08-16,6.9,19486,,,48031,1815
20769,2026-08-16,6.4,20029,,,47979,449
168872,2026-08-16,8.4,11988,17.0,,47971,1260
6325,2026-08-16,7.1,21807,,178.0,47960,378
159309,2026-08-16,6.7,1836,,,47920,748
113418,2026-08-16,7.2,14341,,,47814,1283
133007,2026-08-16,,501,,179.0,47762,641
21340,2026-08-16,6.6,17360,,,47748,623
4725,2026-08-16,7.6,17314,,,47728,2517
1686,2026-08-16,7.1,23632,,180.0,47715,512
80,2026-08-16,7.7,16389,,,47644,2026
108111,2026-08-16,6.3,19814,,20.0,47642,492
7148,2026-08-16,6.1,17350,,,47589,410
1029,2026-08-16,7.3,18335,,181.0,47523,1445
20670,2026-08-16,7.8,20092,42.0,60.0,47519,883
162803,2026-08-16,7.4,14922,,,47475,681
79,2026-08-16,6.5,16858,,,47426,408
178434,2026-08-16,7.3,14463,,,47420,808
165790,2026-08-16,7.0,14188,,,47396,707
151380,2026-08-16,7.6,13020,,,47386,1318
154214,2026-08-16,6.9,12825,,,47282,885
21708,2026-08-16,6.5,16300,,,47264,406
6802,2026-08-16,7.4,13943,,,47254,961
21191,2026-08-16,7.4,21265,,182.0,47243,833
198966,2026-08-16,,495,,,47207,533
21000,2026-08-16,7.1,26156,40.0,21.0,47129,290
6512,2026-08-16,6.7,18585,,,47121,360
195515,2026-08-16,6.2,9747,,,47095,683
